reaction_1_Keq	reaction_1_KmP	reaction_1_KmS	reaction_1_Vmf	reaction_2_Hexokinase_KiGlc6P	reaction_2_Hexokinase_KmATP	reaction_2_Hexokinase_KmGlucose	reaction_2_Hexokinase_Vmf	reaction_3_HPI_Keq	reaction_3_HPI_Ki1	reaction_3_HPI_Ki2	reaction_3_HPI_Ki3	reaction_3_HPI_Kmp	reaction_3_HPI_Kms	reaction_3_HPI_Vmf	reaction_4_KADP	reaction_4_KFru16BP	reaction_4_KaFru26BP	reaction_4_KiATP	reaction_4_KiCIT	reaction_4_KmATP	reaction_4_KmFru6P	reaction_4_L	reaction_4_Vm	reaction_4_alpha	reaction_4_beta	reaction_4_keq	reaction_5_Aldolase_Keq	reaction_5_Aldolase_Kmp	reaction_5_Aldolase_Kmq	reaction_5_Aldolase_Kms	reaction_5_Aldolase_Vmf	reaction_6_TPI_Keq	reaction_6_TPI_KmP	reaction_6_TPI_KmS	reaction_6_TPI_Vmf	reaction_7_GAPDH_KA	reaction_7_GAPDH_KB	reaction_7_GAPDH_KC	reaction_7_GAPDH_KP	reaction_7_GAPDH_KQ	reaction_7_GAPDH_Keq	reaction_7_GAPDH_Vmf	reaction_8_PGK_Ka	reaction_8_PGK_Kb	reaction_8_PGK_Keq	reaction_8_PGK_Kp	reaction_8_PGK_Kq	reaction_8_PGK_Vmf	reaction_9_PGAM_Keq	reaction_9_PGAM_KmP	reaction_9_PGAM_KmS	reaction_9_PGAM_Vmf	reaction_10_Enolase_Keq	reaction_10_Enolase_KmP	reaction_10_Enolase_KmS	reaction_10_Enolase_Vmf	reaction_11_KADP	reaction_11_KATP	reaction_11_KPEP	reaction_11_KPYR	reaction_11_KaF16BP	reaction_11_KaSer	reaction_11_Keq	reaction_11_KiATP	reaction_11_L	reaction_11_Vm	reaction_12_LDH_Ka	reaction_12_LDH_Kb	reaction_12_LDH_Keq	reaction_12_LDH_Kp	reaction_12_LDH_Kq	reaction_12_LDH_Vmf	reaction_13_KcatC	reaction_13_KmP	reaction_13_Kms	reaction_13_SerC	reaction_14_KcatB	reaction_14_KmP	reaction_14_Kms	reaction_14_SerB	reaction_15_KcatD	reaction_15_KmP	reaction_15_Kms	reaction_15_SerD	reaction_16_MCT_Keq	reaction_16_MCT_KmP	reaction_16_MCT_KmS	reaction_16_MCT_Vmf	reaction_17_k1	reaction_17_k2	reaction_18_k1	reaction_22_v	reaction_25_PDH_KcatA	reaction_25_PDH_KiSER	reaction_25_PDH_KmP	reaction_25_PDH_Kms	reaction_25_PDH_SerA	AK_k1	AK_k2	MPM_K	MPM_Keq	SERout_k1	SERout_k2	GLYout_k1	GLYout_k2	TK_v	PGLM_PGLM_Keq	PGLM_PGLM_Kmp	PGLM_PGLM_Kms	PGLM_PGLM_Vmax	UPP_Keq	UPP_KmA	UPP_KmB	UPP_KmP	UPP_KmQ	UPP_Vmax	GS_GS	GS_Kcat	GS_KprATP	GS_KptATP	GS_KrATP	GS_KrGlc6P	GS_KtATP	GS_KtGlc6P	GS_Kudpg	GS_L	GS_n	GP_GP_KGlyb	GP_GP_KGlyf	GP_GP_Keq	GP_GP_KiGlc1P	GP_GP_KiGlyb	GP_GP_KiGlyf	GP_GP_Kipi	GP_GP_Kpi	GP_GP_Vmaxf	PPASE_PPASE_Km	PPASE_PPASE_V	NDK_NDK_Keq	NDK_NDK_KmADP	NDK_NDK_KmATP	NDK_NDK_KmUDP	NDK_NDK_KmUTP	NDK_NDK_Vmax	
0.964915	11.8963	12.5516	0.00626582	0.184654	0.894569	0.362514	0.0135766	0.543113	0.000946309	0.0106107	0.0921448	0.0670561	0.42336	0.177074	1.0081	11.9936	0.00105274	2.02987	5.95389	0.0278902	1.13222	3.26404	0.00313186	1.97789	1.19741	610.96	0.135767	0.520937	0.355502	0.00207979	0.18268	0.0437672	0.424918	0.580877	2.38988	0.0170051	0.0303429	4.26543	0.0138231	0.0111482	0.0812657	1.89637	0.000539848	0.113857	2251.47	0.048397	0.135777	20.7233	0.184996	0.252641	0.214463	1.41546	1.92402	0.610546	0.0569982	0.693445	0.256412	0.52484	0.166638	1.5633	0.000247943	1.88803	67399.3	0.379301	2.14144	2.70131	0.0879653	0.119536	25922.1	3.9228	3.86632	3.33828	1.92268	0.0401297	0.0914627	0.0961647	1.40417	0.145742	0.0364502	0.242037	20.2421	0.798668	0.281331	0.123458	0.975968	2.5765	3.28017	3.53258	139811	665.928	0.00318838	8.39512e-05	0.676308	0.00427751	0.00344035	1.08355	1.16023	0.945006	2.3625	0.0130674	6.3007e+08	10.4218	4.70231	3.27753	4.358	0.000111971	18.4951	0.00949769	0.0397948	2399.39	0.187199	0.994419	0.517308	0.063388	0.373249	188.318	0.003	751.664	17.5506	4.91716	4.40202	0.0411278	1.38732	0.264296	0.825008	0.455229	4	0.127726	1.92713	0.620215	11.1538	6.10325	13.3181	6.44825	4.4915	32.0971	1.06408	0.12018	1.40611	0.0432222	1.75667	0.173875	21.5175	6.52573e-06	
1.08667	9.95924	9.06759	0.0112884	0.306617	0.726279	0.37202	0.0233376	0.543831	0.00093573	0.0213511	0.0758409	0.0794615	0.405715	0.169329	0.742765	29.2038	0.0011552	2.01674	3.84986	0.0315015	1.42737	7.03391	0.0038653	0.848897	1.15057	808.407	0.0389814	0.578704	0.374404	0.00202082	0.188093	0.0463723	0.446649	0.596212	4.68607	0.0182179	0.0300358	3.98978	0.0188592	0.0109231	0.0803107	3.758	0.000419573	0.094622	2618.85	0.133055	0.0871656	17.1963	0.178715	0.158337	0.23862	1.38755	3.81928	0.568232	0.236462	0.370283	0.210636	0.677052	0.19235	1.73716	0.0003055	2.17021	64185.6	0.0947865	2.44725	4.96232	0.573862	0.115174	35361.2	2.73886	4.25818	3.68088	2.14043	0.0370084	0.0547307	0.110384	2.72321	0.135656	0.0370487	0.247782	14.0541	0.542926	0.279899	0.11225	0.971853	3.82544	5.15568	2.42053	157518	193.619	0.00305733	0.00011228	0.449378	0.00410712	0.00236181	1.12824	1.07596	0.926125	2.14762	0.014425	6.50833e+08	5.64734	2.51815	4.24222	4.29935	9.56055e-05	18.1414	0.0106888	0.0481567	2334.82	0.179591	0.966793	0.361045	0.0630595	0.373369	197.62	0.003	480.644	8.44955	3.81714	4.37395	0.0617515	3.94893	0.233409	0.817893	0.254032	4	0.131412	2.17295	0.227238	12.1094	4.56475	21.4251	3.13581	3.9026	31.4271	1.70106	1.00636	0.511392	0.0612384	1.21967	0.213267	14.3693	5.11005e-06	
1.0157	11.0074	3.47626	0.012541	0.202961	1.07234	0.372161	0.0229995	0.468114	0.000882564	0.0149577	0.0651715	0.0377351	0.416796	0.162626	0.6848	3.55824	0.00115215	2.01148	3.08921	0.0294378	0.34101	6.07035	0.00381957	0.610098	1.04929	914.645	0.0747725	0.486401	0.383228	0.00233478	0.247683	0.05264	0.309385	0.581959	2.77327	0.0133962	0.039419	3.8823	0.0144299	0.00843387	0.0814544	2.66565	0.000979895	0.112451	3525.65	0.0317484	0.112667	8.92397	0.170643	0.156091	0.450279	0.713948	4.94009	0.407356	0.197156	0.20995	0.266382	0.610558	0.166781	0.375707	0.000261852	3.63863	29427.5	0.0920219	2.28542	2.07757	1.48021	0.0921741	35578.7	4.06835	3.74393	3.92916	1.6636	0.0376395	0.0678834	0.104933	2.64382	0.168125	0.03637	0.25754	19.981	1.46791	0.355668	0.10384	0.963105	7.29954	2.73177	2.37139	218483	677.133	0.00449421	6.22363e-05	0.791436	0.0046556	0.00268107	1.25964	1.18929	1.04362	2.39561	0.00910789	6.47184e+08	3.08438	7.12173	6.01552	3.75605	8.52793e-05	17.7649	0.00935718	0.0415831	2170.38	0.20792	1.03235	0.439359	0.0631516	0.414136	203.786	0.003	767.312	16.6076	3.00057	4.13299	0.0654527	1.71819	0.303322	0.871998	0.286723	4	0.107639	1.46454	0.339122	10.6219	3.91651	27.1965	3.93511	3.24801	33.0856	1.24861	0.3737	0.853845	0.058132	1.35511	0.171925	16.9564	3.61684e-06	
0.984397	17.2091	21.4791	0.0288654	0.310292	0.695549	0.368093	0.0249487	0.513975	0.000778932	0.0147968	0.0788953	0.0429002	0.43282	0.17665	0.617054	8.10864	0.00100921	2.20613	12.1142	0.030621	1.82437	6.73806	0.00314273	0.290506	1.71733	621.686	0.101573	0.344464	0.362271	0.00248356	0.133513	0.0540642	0.407423	0.590528	1.93134	0.0372849	0.0272877	3.8143	0.0104822	0.0158097	0.0740678	1.15027	0.000582292	0.0933999	2298.52	0.0648901	0.111481	15.9661	0.186794	0.136923	0.45065	1.23557	4.83821	0.548309	0.173628	0.277285	0.21039	0.803525	0.180561	3.04121	0.000161627	2.18941	582011	0.157364	2.38892	2.07372	0.267179	0.0896486	34424	4.59304	3.8127	3.8354	1.63295	0.0402874	0.0517066	0.0991384	2.51689	0.144432	0.0355904	0.25309	20.9471	0.88287	0.216003	0.113582	0.956808	5.34091	5.25216	2.77414	83654.2	535.42	0.00402165	0.000130213	0.428552	0.00351923	0.0027478	1.09977	1.18372	0.968086	2.29639	0.0202479	7.10125e+08	2.95316	2.24953	3.62778	7.22487	8.13101e-05	17.6071	0.0100261	0.0369161	1893.81	0.427619	0.971574	0.460251	0.0633178	0.358663	225.941	0.003	818.415	7.65171	4.09704	4.44981	0.0719069	2.80804	0.2556	0.52674	0.176094	4	0.111864	1.7192	0.465085	12.9568	4.80503	21.1914	3.95191	3.19005	30.2289	1.1551	0.55995	1.7162	0.0669761	1.41123	0.157681	23.0001	9.24662e-06	
0.927559	11.8839	7.88296	0.0127189	0.293803	0.801548	0.369787	0.00807096	0.492127	0.000930417	0.0162061	0.0724593	0.045478	0.397254	0.164459	1.2382	14.8222	0.000808277	2.00642	5.07492	0.0275777	1.0228	11.3503	0.00279979	0.91469	1.28001	910.613	0.0582782	0.81692	0.364393	0.00221874	0.212317	0.0401458	0.427571	0.580196	2.68512	0.0223844	0.0368101	3.97695	0.0126204	0.00963679	0.0744073	1.67152	0.000638253	0.127745	3191.65	0.0642127	0.0802152	9.51665	0.184189	0.219906	0.263194	1.29348	2.36878	0.691424	0.134908	0.386306	0.243432	0.632984	0.164762	1.18524	0.000146056	4.40677	101799	0.182149	2.23627	2.7371	0.265402	0.0579341	34715	8.85309	3.78585	3.03927	1.67068	0.034663	0.0505099	0.0996146	3.84938	0.175476	0.0368885	0.264674	19.4379	0.83292	0.625973	0.115103	0.973941	3.45635	6.37666	2.8039	148579	656.36	0.00315442	0.000177266	0.517911	0.00302606	0.00361364	1.24761	1.16245	0.971496	2.33525	0.0107495	6.53345e+08	8.40377	4.25688	5.85791	4.19582	9.54747e-05	17.9475	0.00934657	0.0457584	1741.32	0.161394	0.896694	0.396513	0.0629967	0.368908	169.382	0.003	971.273	17.1822	4.35557	10.0177	0.0700517	1.33527	0.373097	0.651699	0.270741	4	0.239397	2.07454	0.532769	9.44737	5.29062	8.1681	1.75013	3.71554	30.4497	1.09651	0.261866	0.48975	0.048962	1.46731	0.177901	20.5539	8.74217e-06	
0.887767	8.55817	2.26231	0.0147787	0.165917	0.940888	0.368583	0.0209148	0.481948	0.000893198	0.0125338	0.0868145	0.0660395	0.415678	0.171424	1.72327	9.0786	0.000953184	2.17999	4.90521	0.0295663	1.25583	8.64506	0.00414773	0.46657	0.976378	1026.29	0.0717932	0.380961	0.396999	0.00210162	0.202204	0.048424	0.391749	0.568476	2.89163	0.0224457	0.0420161	3.95091	0.0130632	0.00659167	0.0675699	3.3766	0.000853095	0.137964	2831.56	0.0296563	0.126144	9.57019	0.167026	0.146957	0.321288	2.81163	4.46298	0.349452	0.299198	0.29559	0.227191	0.641704	0.161177	2.55951	0.000255864	4.42949	235772	0.18545	2.42884	2.52454	0.602882	0.0809004	36168.5	7.28024	3.8003	3.86131	1.65965	0.0321037	0.0644751	0.111934	3.99014	0.146879	0.0352585	0.237349	17.5598	0.617253	0.894972	0.114763	0.98041	2.94174	3.17908	2.50568	55329.3	274.286	0.004433	0.000116207	0.477973	0.00412114	0.00339519	1.03281	1.1973	1.00445	2.27757	0.0204307	6.69092e+08	7.17416	6.27076	3.25598	1.97624	8.71936e-05	18.5658	0.0108071	0.0508452	1998.78	0.159475	0.797419	0.448292	0.0627461	0.383369	191.339	0.003	705.494	15.8766	4.8714	4.5983	0.0837171	2.74117	0.245426	0.817657	0.265333	4	0.17559	1.9628	0.58412	6.79205	4.46669	13.5267	3.3474	3.73294	31.454	2.08375	0.318933	3.1177	0.0400833	1.66384	0.164026	24.1289	9.36339e-06	
0.93115	7.09049	5.79875	0.0149938	0.242246	0.988162	0.367292	0.0209851	0.509041	0.00095236	0.0176774	0.0636716	0.0318771	0.373943	0.171933	0.548918	9.59407	0.000798913	1.94559	6.72209	0.0269829	1.0585	7.87362	0.00440716	0.583309	1.03405	383.686	0.0854852	0.5195	0.389142	0.00292709	0.264989	0.0582274	0.400429	0.612163	3.86409	0.0315378	0.0403341	4.15446	0.0116893	0.00695159	0.0829343	3.4197	0.000345102	0.139525	3512.8	0.0591933	0.10697	4.8018	0.144919	0.274787	0.279765	1.66103	5.46682	0.882489	0.10202	0.499497	0.293089	0.755134	0.163087	4.56374	0.000305596	2.14569	113192	0.355245	2.05061	2.33901	0.04108	0.0963524	16128.8	5.12491	3.99845	4.90098	1.89663	0.0346215	0.119097	0.0989726	1.98872	0.152942	0.0370946	0.24006	20.0159	0.582872	0.162598	0.120577	0.973002	4.82281	3.89924	2.74782	151601	486.198	0.0056181	0.000118719	0.682284	0.00392953	0.00246726	1.23224	1.191	0.949382	2.23527	0.010056	6.80408e+08	7.07831	12.4591	4.77368	2.79871	9.75931e-05	18.3181	0.0116587	0.0345029	2290.83	0.279831	0.956541	0.477192	0.063555	0.377219	247.111	0.003	1344	24.7236	5.12606	6.31498	0.0648157	2.56878	0.28864	0.932905	0.305856	4	0.185691	1.73312	0.393635	17.2166	2.95945	25.0672	7.14319	3.6072	29.7768	1.01154	0.237841	1.48433	0.0537568	1.37669	0.145493	31.1992	1.29837e-05	
0.911646	10.3934	8.78711	0.0100606	0.307694	0.782349	0.369502	0.0199718	0.390435	0.00101547	0.0154686	0.0604415	0.0428346	0.403688	0.167439	0.499363	19.0097	0.000780206	1.86211	9.12148	0.0281716	0.819466	8.78176	0.00290536	1.21497	1.13462	452.911	0.0783305	0.623582	0.380561	0.00239456	0.215709	0.0465883	0.464914	0.593365	2.24034	0.0244431	0.0368728	3.95912	0.011206	0.0072285	0.0650327	1.75078	0.000415671	0.117135	1668.97	0.0594587	0.147982	20.9316	0.170476	0.186422	0.500989	1.54726	2.84521	0.984849	0.121114	0.513696	0.230578	0.584482	0.163524	5.02151	0.000154053	3.25825	114025	0.1938	2.22225	2.73367	0.0869544	0.102742	30920.8	4.81033	3.84225	2.99661	1.47503	0.040829	0.0550577	0.102901	1.98952	0.157715	0.034717	0.253629	23.3818	1.13817	0.221396	0.117661	1.04272	5.43231	6.06507	3.01543	154204	258.306	0.00533381	0.000107351	0.686189	0.00333581	0.00361849	1.13389	1.16404	1.0338	2.38349	0.00659844	6.60773e+08	5.52617	5.39931	2.40169	9.11732	9.29221e-05	18.4351	0.0114756	0.0420237	2042.68	0.233555	0.997207	0.356883	0.0633586	0.360853	209.34	0.003	790.741	17.1855	5.00735	6.88218	0.0657163	2.02376	0.303325	0.51066	0.190779	4	0.138851	2.33986	0.706366	7.77057	5.39946	13.4774	5.00657	4.0239	32.4013	1.144	0.209527	0.935032	0.0741582	1.4964	0.130467	34.1654	1.64415e-05	
0.947557	7.00075	13.993	0.0263727	0.250922	0.870521	0.37041	0.0230478	0.565257	0.0010443	0.0185649	0.0781775	0.0200467	0.382159	0.171621	0.311973	8.41085	0.000883508	1.95007	4.41439	0.0312878	1.35662	3.22397	0.0036446	1.26069	1.07298	978.744	0.121373	0.448122	0.380489	0.00259828	0.189077	0.0442019	0.407012	0.57072	1.91965	0.020344	0.0409524	4.07835	0.0174328	0.0124218	0.0619748	1.68873	0.000548647	0.157044	5794.94	0.0461157	0.0899886	10.3445	0.149738	0.321449	0.344011	3.12942	6.10666	0.281653	0.187461	0.460794	0.304524	0.539466	0.176077	0.642593	0.000208835	5.33607	128940	0.211841	2.5197	3.22365	0.0892828	0.105444	33238.3	8.96087	3.94958	3.46594	1.74675	0.0535547	0.0790856	0.0866865	2.00507	0.137746	0.0347905	0.270432	20.148	0.709687	0.15573	0.108912	0.997515	4.13637	4.11327	3.66669	114621	401.827	0.00370372	7.92244e-05	0.531821	0.00420259	0.00224297	1.31004	1.11863	0.989187	2.32157	0.0152252	5.85719e+08	3.57001	9.89046	3.39105	4.56782	0.000109177	18.2327	0.0111475	0.0377463	2638.2	0.299426	0.909017	0.367802	0.0616707	0.339693	210.296	0.003	1078.91	9.46169	4.64412	5.76705	0.0751898	2.66717	0.255252	0.687172	0.263043	4	0.258679	1.01858	0.407218	9.10527	3.86887	10.5286	5.71253	3.80288	33.2925	0.987607	0.536639	1.36061	0.0820981	1.26822	0.180891	10.3565	4.88075e-06	
1.01443	11.516	6.40089	0.0452733	0.358043	0.670652	0.368047	0.0234894	0.495942	0.000956248	0.019842	0.0787283	0.0736725	0.406927	0.167029	1.15735	10.5367	0.00102301	2.03898	3.32788	0.0319076	0.977263	5.38529	0.00657837	0.548232	1.13018	592.619	0.122463	0.314998	0.378126	0.00223053	0.260098	0.0489436	0.396268	0.587021	2.91406	0.0155218	0.029326	3.78679	0.0105817	0.00826629	0.0813904	1.82535	0.000840614	0.111287	4996.05	0.021929	0.145623	12.5168	0.180985	0.567147	0.284558	2.85992	3.78738	0.49137	0.0848842	0.365884	0.256995	0.606312	0.165574	3.84903	0.00025229	6.50418	123087	0.186461	2.57905	3.68926	0.194642	0.132127	27463.6	4.64249	4.17283	3.11037	1.81108	0.037943	0.0824515	0.102832	3.65562	0.15916	0.0373608	0.269313	21.8598	0.932353	0.198343	0.112873	0.943774	3.01844	3.18646	2.26947	103901	632.799	0.0033767	6.93336e-05	0.583622	0.00296571	0.00231463	1.49903	1.21336	1.00284	2.46615	0.0104656	6.61919e+08	2.90962	6.1385	7.88631	9.87986	0.000101523	17.9215	0.0110679	0.0373256	1845.81	0.170218	1.02239	0.418153	0.0637051	0.340099	211.13	0.003	1563.79	12.1757	5.9592	6.11527	0.0718599	2.25847	0.224567	0.65254	0.219809	4	0.106682	2.89112	0.396926	7.57802	4.60722	12.2459	10.4248	3.70155	31.9202	1.3407	0.637151	2.0234	0.0462182	1.55297	0.151596	13.9003	4.98089e-06	
1.02273	10.39	4.82263	0.0215318	0.320778	0.95624	0.373341	0.0168507	0.479634	0.000861112	0.0229735	0.079086	0.08399	0.429818	0.171786	0.699503	11.6617	0.0010493	1.99407	2.97806	0.0310525	1.68688	6.45888	0.00204399	1.26631	1.43985	3199.61	0.0804036	0.429094	0.369941	0.00210286	0.205899	0.0418147	0.370954	0.583267	3.25594	0.00953202	0.0407181	3.73513	0.0130962	0.00905622	0.0779116	1.12636	0.000741936	0.116061	3381.23	0.0269748	0.12363	9.88012	0.209887	0.292965	0.254231	4.50655	4.48001	0.378955	0.122899	0.184498	0.294128	0.668725	0.172392	0.626318	0.000320108	4.30545	271925	0.399129	2.30619	2.57738	0.193308	0.090933	30079.5	4.43199	3.99602	3.36392	1.6524	0.0366886	0.0440093	0.0960649	2.24893	0.184228	0.0362919	0.266175	19.0152	0.546462	0.433674	0.106604	1.00577	4.67159	10.5991	2.26477	86677.4	510.668	0.00368616	0.000119268	0.595068	0.00489585	0.00396275	1.01506	1.12087	1.01682	2.23483	0.00766256	6.7192e+08	6.73575	8.67441	2.74022	2.47809	8.93237e-05	17.8899	0.011207	0.0401001	2094.2	0.26473	0.958681	0.351411	0.0624595	0.440632	221.94	0.003	1052.97	14.2687	3.34545	7.36116	0.0871208	1.31344	0.4106	0.903425	0.176383	4	0.138569	1.69615	0.925384	8.15501	3.91894	15.1067	3.37391	4.35411	32.3938	1.7833	0.378276	0.353895	0.060679	1.30908	0.151703	22.5812	1.52117e-05	
1.06278	16.3702	6.90149	0.0206336	0.191618	0.801174	0.375718	0.0217767	0.477572	0.000868568	0.00996406	0.0918464	0.0613557	0.470544	0.167136	0.77734	6.93965	0.00106505	2.04625	16.0043	0.0287958	1.10472	3.31933	0.0039525	0.495351	1.09547	527.598	0.0769201	0.466246	0.368883	0.00280796	0.164913	0.0474707	0.427694	0.589674	3.01434	0.0134826	0.0374851	3.711	0.0138342	0.0108437	0.0792404	1.49149	0.000207866	0.122898	2650.75	0.0820293	0.104583	5.26475	0.181903	0.098426	0.550793	1.13713	3.58936	0.495084	0.248502	0.39642	0.263178	0.757594	0.176598	4.01047	0.000454957	3.00599	94813.4	0.177611	2.27437	1.99026	0.128167	0.0984806	28655.4	4.73302	4.13098	2.9462	1.92708	0.0340424	0.0624202	0.113333	3.26705	0.14457	0.036696	0.25494	19.1278	0.7459	0.184302	0.11357	1.02834	2.89604	5.80015	2.69486	159394	497.651	0.00308765	0.00010254	0.590218	0.00474923	0.00319962	1.27514	1.12678	1.06571	2.18282	0.0151567	6.43774e+08	8.03	3.311	2.7607	3.84425	0.000102678	18.01	0.00967747	0.0323775	1945.21	0.326871	0.844032	0.373654	0.0631053	0.389427	218.053	0.003	855.735	14.7365	5.96356	6.63595	0.0352394	2.9406	0.24566	0.72034	0.155288	4	0.173798	1.76938	0.328884	6.26149	4.1224	10.5408	5.84865	4.40288	32.0357	0.725555	0.228616	1.04823	0.0520976	1.45674	0.155375	17.6606	3.7927e-06	
0.99624	11.7357	6.22839	0.0242463	0.164723	0.791449	0.367155	0.0287999	0.472321	0.000867497	0.0200487	0.109909	0.0862517	0.331104	0.173084	0.902427	16.956	0.000816059	2.01155	8.44036	0.0288893	0.67507	4.75706	0.00645741	0.54892	1.0017	366.731	0.0905114	0.344487	0.383645	0.00214953	0.120686	0.0434729	0.409226	0.58872	4.10378	0.015169	0.0347295	3.54448	0.0116942	0.00884153	0.0838058	2.32707	0.000332567	0.108057	2288.05	0.0440807	0.0693736	27.3832	0.153191	0.139484	0.382466	2.48707	3.34641	0.581228	0.131117	0.551413	0.215725	0.552807	0.183489	1.74456	0.000347663	4.69939	166925	0.226992	2.2978	2.84484	0.166861	0.0685981	39207.5	6.61316	4.25234	3.84008	1.667	0.0351904	0.0806719	0.105498	4.60168	0.160423	0.0366052	0.235135	20.0574	0.594031	0.491019	0.109592	1.01519	3.01477	6.03642	2.56707	252862	475.546	0.00385636	0.000101304	0.534043	0.00337977	0.00354245	1.13587	1.15429	1.00119	2.1306	0.0233021	6.69305e+08	7.32007	4.17158	6.05636	3.18223	9.71736e-05	18.1454	0.00963716	0.0510232	2401.98	0.273691	0.944068	0.384438	0.063645	0.390222	195.829	0.003	1858.25	21.1033	2.92461	3.50517	0.0832247	2.99631	0.300158	0.681393	0.267235	4	0.154093	2.32927	0.54226	9.89366	4.48105	14.957	5.61239	3.92227	31.5163	0.795078	0.370358	0.911875	0.0551567	1.25354	0.193731	20.1554	1.20832e-05	
0.952001	11.1783	8.93327	0.0157559	0.17164	0.792477	0.365875	0.0311314	0.587928	0.000941648	0.0171156	0.0737563	0.0423209	0.400491	0.163662	0.92817	18.0076	0.000957106	1.94887	8.99292	0.0306334	1.76911	7.60977	0.00535604	1.57886	1.15912	353.379	0.0873353	0.364842	0.357048	0.00296761	0.17602	0.0514775	0.372816	0.588125	3.16415	0.0319989	0.0384352	3.89307	0.012176	0.0124071	0.0753425	2.71008	0.000388252	0.160134	4746.59	0.0541744	0.131111	14.8838	0.178694	0.154773	0.453595	1.2922	3.2929	0.263629	0.0589731	0.365186	0.252982	0.569367	0.166149	0.936029	0.000174612	1.72274	280242	0.262262	2.44639	4.36937	0.346587	0.0715808	36559.2	7.03616	3.88884	3.34967	1.60456	0.0389115	0.0549329	0.097257	2.27287	0.155183	0.0373523	0.243243	21.7758	0.878663	0.199559	0.123394	0.964555	3.74376	3.86487	2.14823	80536.3	476.26	0.00469185	7.7258e-05	0.592137	0.00437239	0.00328665	1.34476	1.21709	1.07862	2.17847	0.0128629	7.11856e+08	6.47732	3.31791	8.86406	3.11139	0.00011231	18.536	0.00995191	0.0371889	1946.25	0.572088	0.910257	0.537671	0.0630626	0.415974	179.262	0.003	1338.84	16.8211	4.3492	2.46995	0.0556092	3.7735	0.273913	0.832723	0.153121	4	0.144161	2.59155	0.166058	8.77607	4.04889	24.3549	3.25611	4.70147	31.3639	1.11437	0.355146	1.64561	0.084222	1.53174	0.172407	12.739	6.87715e-06	
0.983761	14.6514	5.60467	0.0167992	0.31236	1.02116	0.373405	0.0279984	0.428716	0.000990551	0.0184572	0.0827665	0.0346798	0.396962	0.171346	0.900467	13.5317	0.000864538	1.92237	4.9628	0.0305147	2.24081	2.65757	0.00764916	0.595738	1.34904	783.418	0.121807	0.536878	0.377765	0.00180733	0.226804	0.0459722	0.370054	0.593704	2.4083	0.0143115	0.0319515	3.87829	0.014731	0.00895535	0.0752011	1.70726	0.000339901	0.14247	4102.71	0.033738	0.105778	6.36535	0.193574	0.100585	0.551937	0.845185	2.33453	0.336741	0.0963106	0.409125	0.231125	0.484742	0.176592	3.99914	0.000154972	9.98449	37765.5	0.217668	2.3786	2.75676	0.308965	0.0912913	22738.2	4.0302	3.90692	3.41796	1.68216	0.033286	0.0505544	0.0985032	1.54421	0.169428	0.0372059	0.248184	22.2509	1.03421	0.370437	0.116281	1.02654	7.47029	3.83943	2.69166	257710	704.594	0.00471617	0.000108944	0.723345	0.00337145	0.003094	1.35157	1.09699	1.05947	2.15012	0.012422	6.78675e+08	6.80188	7.66523	5.95346	2.95347	9.22672e-05	17.9149	0.00923181	0.0407977	2789.4	0.240803	0.859134	0.476078	0.0642743	0.403353	230.08	0.003	770.895	10.9356	3.87659	3.19468	0.0462226	2.3498	0.222409	0.804955	0.217599	4	0.138335	1.56118	0.441794	9.69522	3.94558	10.5282	4.73214	3.82323	32.5957	1.08835	0.17187	0.683224	0.0529085	1.2996	0.15579	25.1752	1.03243e-05	
0.958457	12.1602	7.68269	0.0147756	0.186966	0.899546	0.367421	0.0242303	0.54892	0.000939169	0.020932	0.0433218	0.0631163	0.420038	0.170516	1.28618	15.3467	0.000966715	1.95726	4.1304	0.0295776	1.54565	4.78239	0.00316012	1.64944	1.04442	368.302	0.084897	0.42757	0.39399	0.00223711	0.1599	0.0387697	0.349287	0.589636	2.74645	0.0167899	0.0405939	4.18192	0.00666958	0.0141039	0.0685569	1.71317	0.000714309	0.139443	2700.25	0.0808835	0.115908	13.4995	0.133351	0.270484	0.272634	0.753713	8.34345	0.515711	0.220304	0.366135	0.24534	0.6453	0.173059	12.0139	0.000535997	2.65524	192933	0.2353	2.31889	2.7369	0.265792	0.0861826	27670.5	7.31986	3.88327	2.96027	1.60388	0.0379725	0.0839008	0.10099	1.21497	0.1582	0.0365247	0.240037	24.0433	0.510477	0.127836	0.120356	1.02284	8.38582	2.54373	2.27759	74557.7	1121.96	0.00381607	9.7219e-05	0.706916	0.00344061	0.00367521	0.877055	1.14293	1.01473	2.18517	0.0129244	6.27391e+08	3.50005	7.29556	3.46441	2.1331	8.38496e-05	17.2823	0.00989936	0.0368871	2058.66	0.32711	1.06098	0.431835	0.0623008	0.386309	174.847	0.003	891.376	24.5408	3.84229	3.10086	0.0447078	3.12156	0.2972	0.58034	0.273166	4	0.137269	0.9964	0.567683	7.91359	3.33398	9.65019	4.08475	4.9585	29.9003	0.483438	0.306781	1.02812	0.046979	1.42596	0.228207	14.5019	4.63613e-06	
